polish word;Valence_M;arousal_M;dominance_M;origin_M;significance_M;concretness_M;imegability_M;ageOfAquisition_M
poniżenie;2,46;5,8;2,56;4,3;4,6;6,48;5,06;10,02
poniżyć;2,56;5,8;3,96;5,16;4,88;5,72;5,16;10,28
ponury;3,1;3,6;3,82;5,18;3,76;6,2;6,14;8,22
pończocha;5,82;3,8;4,78;5,16;3,34;1,86;7,54;10,34
pop;5,22;3,28;5,52;4,98;2,66;3,84;6,16;10,42
popełnić;4,22;4,4;4,86;5,56;4,8;5,1;4,36;9,04
popieścić;6,42;5,38;5,52;3,63;4,5;4,73;6,38;10,74
poprawiać;4,96;4;5,62;6,62;4,38;4,74;5,6;7,76
poprawka;3,9;4,52;4,58;5,98;4,46;4,16;5,96;9,74
poprzeczny;5;3,12;4,88;6,16;3,26;4,62;5,72;10,74
popularność;5,94;5,08;6,58;4,96;4,36;6,56;5,7;8,92
popularny;6,02;4,78;6,6;4,94;4,76;6,1;5,92;8,16
popychać;3,86;4,78;5,14;5,04;3,52;4,06;6,7;7,14
por;5,26;2,86;4,8;5,64;2,56;1,78;7,9;8,84
porażka;2,56;5,7;2,54;4,92;5,54;6,06;5,08;9,24
poręczny;5,92;3,2;5,54;6,46;3,74;5,1;5;10,04
porno;4,6;5,98;4,38;4,42;3,22;3,46;7,66;10,98
poronienie;1,86;6,38;3,08;4,22;5,24;3,12;5,8;12,14
port;5,92;3,36;5,82;6,02;3,3;2,2;7,44;8,56
Portugalia;6,24;3,52;5,32;5,52;3,06;2,54;6,3;11
porwać;3,24;6,04;5,32;5,18;3,66;4,02;6,22;8,38
poryw;5,04;4,88;5,32;4,54;4,16;5,1;4,8;9,66
porywający;6,62;5,42;6,52;4,38;4,56;5,98;4,92;10,5
porywczy;4,02;5,64;5,56;3,48;4,28;6,34;5,32;10,86
posag;5,58;3,68;5,8;5,92;3,26;2,71;5,8;12,06
posąg;5,2;2,69;6,14;6,18;2,8;2,12;7,56;9,18
posiadacz;5,82;3,88;6,44;6,68;3,64;4,28;5,1;9,9
posiekać;4,6;4,2;5,82;5,5;3,32;3,52;7,2;9,5
posiłek;6,4;4;5,68;5,42;4,06;2,52;7,52;7,66
posłuszny;5,24;3,42;3,06;5,64;4,24;5,5;4,96;8,5
postęp;6,62;4,5;6,6;7,38;4,36;5,98;4,96;9,64
posuwisty;4,78;4,32;5,18;5,8;3;5,16;4,94;11,76
poszanowanie;6,64;3,42;6,3;5,88;5,34;6,38;4,02;11,26
poszukiwać;5,64;4,14;5,8;5,94;4,74;4,98;6,2;8,64
pościć;4,24;4,02;4,4;4,46;3,46;5,08;5,8;8,72
pościg;4,7;5,12;5,84;5,08;3,78;3,76;7,26;8,44
pośladek;5,72;4,56;4,76;4,9;3,36;2;8,06;9,08
pośliznąć się;3,82;4,92;3,56;5,04;3,16;3,76;6,82;7,26
poślubić;6,88;4,66;5,72;3,82;5,08;4,84;7,14;9,16
pośpiech;3,88;5,08;4,68;4,8;4,42;5,49;6,1;9,1
poświata;5,55;3,6;5,1;5,04;3,3;4,5;6,31;11,16
poświęcać;5,32;4,24;4,9;4,94;4,88;6,04;5,14;9,12
poświęcony;5,72;3,72;5,1;4,74;4,12;6,48;4,92;9,24
pot;3,82;4,6;3,92;5,42;3,16;2,3;7,56;7,82
potajemnie;4,8;4,38;4,66;5,3;4,5;6,58;4,92;9,82
potencjał;6,42;4,18;6,38;6,28;5,14;6,34;4,8;11,14
potępić;3,3;4,66;5,36;5,54;4,4;5,9;4,96;10,5
potężny;5,96;4,88;7,5;6,5;4,52;5,96;6,54;9
potężny haust;4,81;4,45;5,78;4,59;3,71;3,67;6,34;11,98
potoczyć;5,14;3,5;5,06;5,8;3,3;4,28;5,78;8,82
potok;5,9;2,88;5,1;4,82;3,36;2,28;7,61;9,14
potomek;6,52;3,72;5,64;4,78;4,8;2,74;6,38;10,16
potomstwo;6,62;3,68;5,62;4,6;4,86;3,36;6,54;10,32
potrzebujący;4,76;4,36;3,62;4,6;4,92;5,12;5,35;9,28
potulnie;5,62;2,96;3,48;4,22;4,32;6,08;5,06;9,42
potulny;5,6;3,02;3,58;4,3;4,24;6,16;5,8;9,96
potworny ból;1,57;7,12;2,93;4,04;4,89;4,65;7,25;9,6
potworny lęk;1,74;7,16;2,3;3;4,96;6,32;5,94;10,44
potwór;3,2;5,68;5,54;4,88;3,12;4,66;7,06;6,98
powab;6,29;3,63;5,46;4,42;4,02;5,88;5,14;11,61
powaga;5,28;3,48;6,16;6,94;5,32;6,54;5,46;8,98
poważny;4,9;3,38;6,2;6,84;4,9;6,08;5,58;8,44
poważny (stan);3,08;5,1;4,28;6,44;4,96;5,71;5,48;10,44
powiać;4,96;4;4,98;5,7;3,24;4,42;6,04;8,1
powiązany;5,08;3,68;4,9;5,98;3,74;5,34;4,68;10,68
powiedzieć;5,82;3,57;5,5;5,58;5,26;3,96;6,5;6,08
powierzchowny;4,1;3,8;4,66;5,5;3,4;6,14;4,82;10,84
powiesić;3,84;5;4,86;5,94;3,86;3,82;6,94;8,3
powieszenie;3,02;5,28;4,14;5,3;4,3;4;6,84;9,34
powieść;6,08;3,5;5,92;6,06;3,96;3,88;6,34;9
powietrze;6,54;3,16;5,36;5,52;4,8;3,64;6,56;7,72
powiew;6,1;3,5;5,2;5,45;3,18;3,66;6,52;8,76
powiewać;5,34;3,58;4,74;5,18;3,02;4,18;6,46;9,02
powiększenie;5,6;3,5;6,08;5,94;4,3;4,54;6,6;9,52
powinien;4,78;3,78;4,48;6,24;4,58;6,38;3,48;8,3
powinność;4,94;4,12;4,88;6,26;4,82;6,36;3,94;10,42
powitać;6,32;4,2;5,94;5,04;3,82;4,56;6,72;8,16
powitanie;6,5;3,9;5,76;4,96;4,04;4,7;6,46;8,12
powłoka;5,12;3,08;5,16;5,64;2,96;3;6,12;10,66
powoli;4,64;2,6;4,6;5,7;4,28;5,12;5,94;7,06
powolny;3,76;2,98;3,76;5,96;3,54;5;5,96;7,68
powód;5,22;3,96;5,46;6,72;4,72;5,72;3,68;8,74
powódź;2,76;5,16;4,34;5,36;4,42;2,88;7,6;8,84
powściągliwy;4,4;3,78;4,64;5,96;4,44;6,36;4,8;11,3
pozdrawiać;6,68;3,96;6,04;4,54;4,18;5,18;6,12;8,68
pozdrowienie;6,72;3,58;5,88;4,6;4,26;5,4;6,02;8,3
pozew;3,48;4,78;5,4;7,34;3,58;3,62;5,58;11,26
poziom;5,14;3,2;5,64;6,16;3,82;4,16;5,4;8,68
pozmywać;4,48;3,72;4,58;6,08;3,96;3,52;7,18;7,46
pozostać;5,32;3,6;4,9;5,48;3,88;4,54;4,44;8,76
pozostawać;5;3,7;4,58;5,6;4,16;5;4,5;8,52
pozostawiać;4,88;3,46;5;5,41;3,98;4,94;4,76;9,12
pozować;5,22;3,64;4,66;6;3,74;4,58;6,72;9,3
pozycja;5,52;3,6;5,8;5,62;4,12;4,44;5,86;8,94
pozytywny;7,5;4,56;6,52;3,88;5,56;6,52;5,18;9,72
pożar;2,82;5,96;4,88;5,24;4,3;2,7;8,02;7,96
pożądać;6;6,04;5,32;3,02;5,28;5,64;6,36;11,36
pożądanie;6,96;6,34;5,7;3;4,94;6,22;6,24;12,06
pożegnanie;3,24;5,14;4,22;4,3;4,92;5,56;6,38;7,92
pożyczyć;4,56;3,98;4,72;6,02;3,98;4,56;5,66;7,2
pół;4,92;3,48;4,8;6,12;3,6;4,34;6,24;6,7
pół kwarty;5,02;3;4,96;6,45;2,55;4,04;4,41;12,34
półka;5,14;2,8;5,08;6,28;3,1;2,04;7,76;7,22
północ;5,76;3,37;5,3;5,88;4,16;4,68;7,12;8,02
praca;5,9;4,12;5,8;6,76;5,74;4,1;5,98;7,66
pracochłonny;4,42;4,9;5,52;6,5;4,72;5,6;5,18;10,88
pracować;5,72;4,2;6,14;7,14;5,42;4,2;6,78;7,46
pracować dorywczo;5,32;3,94;4,8;5,94;4,02;4,5;5,44;11,82
pracowitość;6,5;4,64;6,8;6,58;4,82;6,34;5,62;9,18
pracowity;6,96;4,4;6,84;6,76;5,82;5,88;5,84;8,86
pragnąć;6,06;5,66;5,66;3,08;5,82;6,26;5,32;9,2
pragnienie;5,14;5,18;4,78;3,4;5,54;5,8;5,8;9,38
praktyczny;6,44;3,62;5,86;7,2;5,08;5,76;4,5;9,14
prasa;5,3;3,5;5,78;6,64;3,7;2,84;7,44;9,26
prasować;4,86;3,46;5,18;6,24;3,44;3,16;7,58;8,14
prasowanie;4,84;3,2;4,9;6,42;3,04;3,36;7,64;7,32
PRAWDA;7,16;3,56;6,94;6,08;5,66;6,62;4,08;7,8
prawdomówność;7,16;3,7;6,28;5,1;5,18;6,7;4,12;10,3
prawdziwy;6,92;3,58;6,56;6,14;5,18;5,96;4,82;7,78
prawnik;5,24;3,94;6,62;6,68;3,78;2,26;7,12;9,6
prawny;5,4;4;6,02;7,06;3,56;5,36;4,34;11,48
prawo;5,84;3,68;6,16;7,6;5,12;5,96;5,18;8,76
prawość;6,08;3,88;6,14;6,26;4,54;7,08;3,72;12,02
preferencja;5,64;3,94;5,76;6,12;3,78;6,68;3,96;12,38
premia;7,58;5,1;6,66;6,4;4,7;4,58;5,48;10,96
preria;5,5;2,87;5,04;5,83;2,66;3,08;6,71;12,12
prestiż;6,64;4,82;7,14;6,42;4,98;6,66;4,62;11,82
pretekst;4,6;4,04;5,28;5,94;3,68;5,82;3,74;11,08
pretensjonalny;3,6;4,82;5;5,5;3,68;6,62;4,1;12,66
prezent;7,36;5,06;5,94;4,52;4,72;2,68;7,8;6,08
prezentować;5,64;4,22;5,84;6,42;4;4,58;6;9,52
prezerwatywa;5,16;4,76;5,96;5,7;4;2,16;8,12;11,12
prędki;5,5;4,98;5,9;5,72;3,66;4,62;5,84;8,66
prędkość;5,58;4,72;6,34;4,82;4,04;4,76;5,76;8,14
pręt;4,48;3,8;4,86;6,84;2,92;1,94;7,58;8,72
priorytet;6,04;4,2;7,12;6,54;5,18;5,88;4,96;11,3
problem;3,2;4,92;3,78;5,68;5,44;5,48;4,4;8,06
procesja;4,76;3,5;5,06;4,88;2,78;3,56;7,04;9,06
proch strzelniczy;4,58;4,82;5,72;6;2,82;2,06;6,82;11,12
produktywny;6,7;4,12;6,36;6,58;4,36;5,36;4,6;11,32
profesor;5,86;4,14;7;6,84;4,74;3,16;7,22;10,76
programowanie;5,06;4,1;6,52;7,06;3,54;4,4;6,52;11,12
progresywny;6,04;4,29;6,52;6,61;4,66;6,26;3,94;12,54
promienieć;7,02;4,74;6,28;4,24;5,02;5,36;6,28;10,34
promieniować;5,74;4,7;6,08;5,44;3,74;5,2;6,3;11,1
promieniowanie;4,24;4,66;5,32;6,12;3,76;4,32;6;11
promienny;6,92;4;6,18;4,34;4,06;5,7;6,34;9,9
promień;5,94;3,82;5,68;5,66;3,2;4;7,48;8,84
promocja;6,7;4,56;5,64;5,68;4,24;4,68;6,4;8,16
prosiaczek;5,64;3,22;4,18;4,94;2,22;2,16;7,62;7,24
prosperować;6,18;3,92;6,49;6,9;4,7;5,78;4,02;13,04
prostacki;3,12;5,28;3,96;4,76;3,24;5,84;5,24;10,88
prostolinijność;5,54;3,56;4,76;5,84;4,16;6,4;4,55;11,42
prosty;5,8;3,1;4,92;5,56;4,2;4,5;6,42;6,94
prostytutka;3,32;5,64;3,52;5,28;3,1;2,7;7,8;11,4
proszek;5,04;3,46;4,6;6;2,68;2,06;7,52;8,48
protest;4,1;4,88;5,72;5,56;4,58;4,8;6,92;9,92
prowadzić;5,86;3,96;6,46;6,38;4,2;4,08;6,64;8,34
prowadzić żniwa;5,5;3,64;5,52;6,26;3,32;3,82;5,86;10,34
prowincjonalny;4,62;3,65;4,14;5,72;3,72;5,84;4,48;12,08
prowokacyjny;4,46;5,14;6,1;4,56;4,6;6,08;5,1;11,34
próba;5,3;3,76;4,98;6,04;4,12;4,9;5,08;8,82
próg;4,9;3,02;4,9;6,18;3,3;2,76;7,18;8,48
próżność;3,24;4,56;4,9;4,54;4;6,94;4,8;10,86
próżny;3,06;4,5;5,02;4,74;4,04;6,38;5,2;11,5
pruderyjny;3,82;4,33;4,69;4,57;3,59;6,82;4,28;12,8
prymitywność;3,28;4,06;3,26;5,24;3,48;6,24;4,8;11,08
pryskać;4,72;3,98;4,78;5,02;3,06;3,94;6,42;8,52
pryszcz;3;5,2;3,4;5,44;3,14;2,06;7,96;9,42
prysznic;6,48;3,36;5,4;5,8;3,46;2;8,14;7,74
prywatność;6,42;3,9;6,2;5,42;5,04;6,48;4,9;9,6
przebaczenie;6,7;4,2;6;4,82;4,84;6,46;4,92;9,98
przebaczyć;6,84;4,14;6,1;4,18;5,1;6,38;5,18;8,9
przebiegłość;4,34;4,58;6,36;6,32;4,2;6,5;5,08;10,64
przechowalnia;5,06;3,4;4,94;6,24;3,68;3,34;6,58;9,04
przeciekać;3,7;4,06;3,8;5,06;3,14;4,1;6,88;8,14
przecinać;4,78;4,04;5,68;6,02;3,5;3,68;6,98;8,38
przecinek;5,02;2,98;4,72;5,74;3,1;3,54;7,56;8,62
przeciw;4,1;4,38;5,72;5,78;4;6,04;4,52;7,82
przeciwny;4,22;4,54;5,7;5,7;4,26;6,16;5,32;8,68
przed;5,04;3,1;5,18;6,08;4,16;5,38;4,72;7,2
przedmiot;5,36;2,98;4,94;6,44;3,24;2,54;5,68;7,36
przedsiębiorczy;6,34;4,2;6,78;7,04;4,84;5,5;4,78;11,06
przedszkole;6,1;3,58;4,46;4,96;3,2;2,72;7,66;6
przegapić;3,44;4,46;3,94;5,2;3,8;4,98;5,1;9,04
przegniły;2,74;4,8;3,46;5,74;2,76;3,94;6,62;10,82
przegrany;2,98;5,18;2,52;4,98;4,4;5,84;5,22;8,94
przegryźć;4,74;4,3;5,34;5,02;3,56;4,08;6,48;8,56
przejedzony;4,08;3,9;4,24;5,04;3,24;4,3;6,52;8,42
przejście;5,52;3,56;5,46;5,86;3,68;3,5;6,32;7,94
przejściowy;4,84;3,54;4,4;5,64;4,36;6,12;4,4;10,76
przejść;5,32;3,54;5,4;5,96;3,54;4,14;6,22;7,6
przekąska;6,36;3,8;5,06;5,44;3,26;2,56;6,7;8,76
przekleństwo;3,45;5,4;5,04;4,48;3,94;5,12;5,26;8,56
przeklinać;3,8;5,64;4,78;4,32;3,88;4,74;6,5;8,46
przekonanie;5,8;3,94;6,08;6,5;5,24;7,04;3,92;10,26
przekonany;5,66;3,78;6,14;6,56;4,38;6,22;4,38;8,92
przekonywanie;5,22;4,14;6,26;6,34;4,7;5,88;5,06;9,98
przekopywać;4,94;4,04;5,08;5,7;3,4;3,88;6,74;8,98
przekorny;5,1;4,22;5,84;4,66;4;6,44;4,41;11,26
przekroczyć;4,58;3,8;5,7;5,92;4,2;4,62;6,28;8,9
przekształcanie;5,44;3,98;5,9;6,68;4,68;5,2;5,36;11,18
przelać;5;3,38;5,26;5,86;3,18;3,9;6,62;8,2
przelotne spojrzenie;5,96;4,02;5,06;4,14;3,92;5,04;6,2;10,3
przełącznik;5,14;3,34;5,56;6,56;3,3;2,26;6,98;9,36
przełom;6;4,68;6,44;5,58;4,94;5,66;4,6;11,1
przemijający;3,76;3,4;3,94;5,12;4,1;6,72;4,4;10,56
przemoc;2,08;6,68;5,42;4,6;4,9;4,88;6,8;8,6
przemówienie;5,16;4,72;6,36;7;3,66;4,8;6,6;9,48
przemyć;5,2;3,52;5,46;5,78;3,84;3,82;6,52;8,36
przemysł;5,04;4,08;6,08;6,94;3,82;4,42;6,28;10,36
przemyt;3,7;4,6;4,94;6,68;3,96;4;5,64;10,51
przenicować;4,46;3,79;5,17;5,21;2,96;4,42;3,81;12,43
przenikliwy;5,22;4,18;5,68;5,94;4,08;6,58;4,94;10,98
przepiękny;7,72;4,84;6,18;3,58;4,72;6,34;5,76;8,8
przepiłować;4,56;4,22;5,46;6,06;2,68;4,08;6,74;9,06
przepych;4,72;4,86;6,34;5,48;3,72;5,92;6,4;11,08
przeraźliwy;3,04;6;4,44;3,84;3,92;6,12;5,22;9,54
przerażający;2,5;5,96;4,82;4,06;4,2;6,02;5,9;8,54
przerażenie;2,54;5,8;2,96;4;5,02;6,54;6,44;9,28
przerażony;2,54;6,12;2,74;3,62;4,14;5,98;6,26;9,34
przerębel;5,17;3,94;4,68;5,78;2,62;2,42;7,15;10,38
przerwać;4,36;4,44;4,86;5,82;3,94;4,18;5,84;8,14
przestępca;2,6;5,9;4,92;5,32;4,5;3,48;6,82;9,12
przestępstwo;2,72;6,02;4,56;5,62;4,46;4,98;5,82;9,58
przestraszony;2,92;5,16;2,82;3,82;4,28;5,76;6,2;7,82
przestraszyć się;3,28;5,9;2,96;4,18;5;5,44;6,66;7,28
przestrzegać;5,24;3,78;5;6,58;4,5;5,82;4,68;9,72
przestrzeń;6,3;3,38;6,14;5,78;4,88;5,18;6,32;8,94
przeszkadzać;3,36;4,46;4,82;5,36;5,2;4,84;5,84;8,06
przeszyć;4,68;3,56;5,1;5,68;3,94;4;5,86;9,62
prześladować;2,64;5,1;5,08;5,84;3,8;5,34;5,88;9,5
prześledzić;4,92;4,12;5,46;6,88;3,7;4,52;5,12;9,4
prześwietlać;4,74;3,6;5,78;6,04;3,42;4,02;6,54;9,72
przetaczanie;4,54;3,86;5,04;6,3;3,28;4,29;5,32;11,04
przewaga;5,94;4,24;7,1;6,36;4,94;5,28;4,94;8,52
przeważający;5,26;4;6,82;5,96;3,98;5,44;4,42;11,02
przewlekły;3,2;4,3;3,5;6,08;3,82;5,18;4,36;10,78
przewodnik;6,04;3,62;6,48;6,58;4,02;3,26;7,4;9
przewrotny;4,78;4,32;5,1;4,72;3,64;5,6;4,66;10,82
przód;5,54;3,8;6,02;6,24;3,66;4,24;5,66;6,7
przychylność;6,38;3,48;5,56;5,42;4,2;6,3;4,28;10,34
przycisk;5,2;3,26;5,6;6,68;3,06;2,08;7,44;7,08
przyciskać;4,62;4,1;5,9;5,68;3,28;3,68;6,7;7,62
przyczaić się;4,44;4,22;5,24;6,16;3,82;4,65;6,26;9,76
przydatny;6,62;4,02;5,96;6,66;5,04;6,14;4,62;9,24
przyglądać;5,64;3,7;5,18;5,9;3,8;4,7;5,82;7,88
przygnębienie;3;4,16;3,44;3,92;4,82;6;5,54;9,58
przygnębiony;3,18;4,14;3,26;4,32;3,94;6,26;5,64;9,7
przygoda;7,44;5,12;5,92;4,12;5,16;5,52;5,82;8,34
przyjaciel;8,14;4,26;6,56;3,3;6,78;4,54;6,68;6,88
przyjacielskość;7,48;4,04;6,22;3,64;6,02;7,14;5,32;9,96
przyjazny;7,52;4,08;6,2;4,36;5,42;6,5;5,36;8,86
przyjaźń;8,12;4,9;6,5;2,76;6,32;6,68;6,26;7,82
przyjemność;7,82;4,74;6,12;3,6;5,24;6,5;6,04;7,76
przyjemny;7,26;4,2;6;4,5;4,92;6,18;5,14;7,46
przyjęcie;6,78;4,54;5,58;4,96;3,8;3,88;7,22;7,42
przyjrzeć się;5,66;3,66;5,76;6,28;4,16;4,56;6,36;8,16
przyjść;5,64;3,44;5,52;5,92;4,34;4,32;6,02;6,68
przykleić;5,06;3,44;5,18;5,8;3,4;3,88;6,72;7,12
przykręcać;4,92;3,66;5,5;6,12;3,6;3,66;6,94;8,86
przykry;2,94;4,64;3,38;4,32;4,44;6,22;4,94;8,62
przylądek;5,52;3,26;5,04;5,96;2,98;2,59;6,3;11,02
przyłbica;5,37;4;5,68;6,16;2,96;2,73;6,4;12,2
przymus;3,24;5,12;3,68;5,4;4,38;5,67;5,04;9,84
przynieść;5,54;3,48;5,1;5,82;3,86;4,44;5,98;5,9
przypiąć;5,14;3,62;5,42;5,76;3,52;3,62;6,72;7,42
przyprawy;6,32;3,78;5,56;5,4;3,78;2,4;7,44;7,8
przypuszczać;5,14;3,6;5,1;6,52;3,68;6,28;4,52;9,7
przyroda;7;3,06;5,68;5,32;3,72;3,74;7,14;7,48
przyrząd;5,12;3,32;5,4;6,8;3,72;3,08;5,88;9,5
przysięga;6,35;4,52;6,2;4,76;4,82;5,66;5,84;9,36
przysięgać;5,62;4,46;5,5;5,38;5,56;5,58;6,52;8,72
przysługa;6,08;3,52;5,72;5,46;4,64;5,62;4,58;9,86
przystojniak;6,76;5,16;6,44;4,16;4,6;3,58;7,14;9,64
przystojny;7;5,26;6,38;4,42;5,1;5,12;6,98;9,1
przyszłość;6,48;5,12;6,48;6,38;6,9;7,2;4,72;7,78
przytłoczony;3,04;4,58;3,28;5,08;4,24;5,74;5,22;10,72
przytulić;7,7;4,4;6;3,18;6,36;3,82;7,56;6,3
przytulne;7,22;3,22;5,42;3,42;4,92;5,24;6,3;9,34
przytulny;7,08;3,16;5,34;3,8;5,28;6,22;6,28;9
przyznać;5,36;4;5,26;6,32;4,48;5,52;4,74;7,8
przyzwoitość;6,32;3,56;5,64;5,94;5,1;6,66;4,66;10,36
przyzwoity;6,1;3,18;5,7;5,8;4,58;6,34;4,48;10,4
przyzwyczaić;5,12;3,18;4,74;6,36;4,8;5,46;4,42;9,84
psalm;5,4;3,28;5,14;5,22;3,2;3,84;6,16;10,06
psiarnia;4,04;3,84;3,98;5,62;2,88;3,02;6,43;10,04
psioczyć;3,66;4,34;4,32;4,88;3,42;5,15;4,46;12,02
psota;5,08;4,4;5,18;3,92;3,26;5;5,29;8,88
pstrąg;5,6;3,02;4,92;5,92;2,49;1,84;7,06;9,12
psyche;5,07;3,95;5,11;5,36;4,23;6,93;3,67;12,5
pszczoły;4,92;4,24;5,42;5,68;3,12;2,02;7,9;6,62
pszenica;5,7;2,84;4,8;5,34;3,66;1,8;7,65;8,22
ptak;5,66;3,4;5,72;5,2;3,38;2,1;7,82;6,54
ptaszek;6,1;3,26;4,7;5,34;2,38;1,7;7,84;6,32
pub;6,38;4,82;5,18;4,98;3,44;2,08;7,44;10,24
puch;6,06;2,64;4,7;4,94;3,2;2,3;7,1;8,66
puchar;6,34;4,2;6,48;5,82;3,66;2,16;7,82;7,66
puchaty;6,26;2,6;4,76;5,1;3,36;3,96;6,94;7,86
puchnąć;3,48;4,62;4,16;5,24;3,12;3,8;7,02;8,38
pudel;4,76;3,12;4,84;5,5;2,9;2,16;7,94;8,34
pudełko;5,48;3,1;4,86;6,2;2,52;1,51;7,76;6,2
puf;5,14;3,02;4,53;5,2;2,45;3,33;6,27;8,28
pukać;5,26;3,98;5,18;5,42;3,56;3,59;7,24;7,48
puma;5,72;4,22;6,18;5,44;2,9;1,9;7,72;8,6
punk;5,02;4,72;5,48;4,8;3;3,9;7,36;11,34
punkt;5,42;3,56;5,64;6,62;3,76;3,6;6,22;7,96
punktualność;6,36;3,56;6,46;6,68;5,02;5,78;5,06;9,5
punktualny;6,3;3,68;6,42;6,72;5,44;5,76;5,66;8,8
puree;5,35;3,32;4,78;5,52;3,08;2,32;7,6;10,66
purpurowy;5,24;3,82;5,72;5,02;2,8;4,5;7,42;9,35
pusty;3,94;3,22;3,88;5,28;4,24;4,9;6,64;6,88
puszka;5,4;3,26;4,9;6,22;3,06;1,72;7,9;7,72
pycha;3,92;4,56;5,46;5,14;4,08;6,73;4,76;9,18
pył;4,84;3,24;3,96;5,56;2,66;2,32;7,02;8,96
pysk;4,36;3,9;4,78;5,9;2,6;2,1;6,94;7,94
pytanie;5,24;3,84;5,1;6,66;4,4;4,46;5,68;7,32
pyton;4,1;4,34;5,94;5,5;2,53;1,71;7,16;9,39
rabbi;5,22;3,37;5,7;5,62;3,7;4,05;5,86;12,9
rabin;5,08;2,96;6,24;6,35;2,64;2,9;6,37;11,56
rabuś;3,3;4,94;4,94;5,66;2,96;3,16;6,43;9,64
racja;6,22;3,68;6,54;6,9;4,84;6,5;4,18;8,56
racjonalny;6,26;3,82;6,22;7,38;5,5;6,7;4,38;10,82
rada;5,88;3,54;6,24;6,06;4,38;5,06;4,96;8,5
radar;4,32;4,1;5,92;6,64;3,24;2,14;7,42;9,42
radio;6,32;3,62;5,62;5,74;3,3;1,98;8;6,32
radiowóz;4,1;5,02;6,04;6,6;3,06;2,04;7,94;8,82
radosny;7,6;5,28;6,18;2,78;5,24;5,96;6,54;7,52
radość;7,92;6,24;6,59;3,02;5,82;6,59;6,57;6,7
radzić sobie;6,74;4,34;6,72;6,42;6,04;5,66;4,36;9,02
rafinowany;4,98;3,69;5,42;6,31;3,06;4,21;3,73;12,65
raj;7,82;4,16;6,42;3,64;4,7;6,1;6,92;8,68
rak;2,8;5,36;3,92;5,76;4,56;2,2;8,04;7,54
rakieta;5,36;4,9;6,24;5,82;2,6;1,56;7,92;6,8
ramię;5,34;3,48;5,52;5,76;3,02;2,3;7,64;7,58
rana;3,02;4,72;4,04;5,34;4,08;2,64;7,38;6,92
ranczo;5,78;3,74;5,54;5,64;2,96;2,66;6,72;10,3
randka;7,26;5,22;5,38;3,46;4,62;4,68;6,96;8,98
rano;4,98;3,34;4,96;5,44;4,68;4,46;6,96;6,72
rany;2,96;5,14;3,94;4,64;4,4;2,48;7,44;7,78
raport;4,88;3,56;5,26;6,98;4,36;2,84;6,16;11,12
raportować;4,94;3,24;5,08;6,82;3,52;4,24;5,5;11,34
ratownik;6,2;4,72;6,92;5,94;4,52;2,48;7,48;7,45
ratrakowanie;5,48;4,08;5,62;5,51;2,94;4,5;6,4;12,45
ratunek;6,5;4,7;6,02;4,26;4,96;4,94;5,96;7,66
ratunkowy;5,92;4,38;5,8;5,3;4,48;5;5,88;9,32
rdza;3,98;3,88;4;5,74;3,1;2,42;7,46;9,76
rdzeń;5,16;3,38;6,22;6,48;3,56;2,64;6,04;11,38
rdzewieć;3,8;3,48;3,32;5,94;3,26;3,6;6,76;10,22
realistyczny;5,76;4,04;6,08;6,86;4,68;6,43;4,5;11,2
recesja;3,63;4,2;3,68;6,65;3,2;5,13;3,66;12,66
reflektor;5,12;3,66;5,92;6,02;2,76;2,22;7,52;9,76
region;5,2;3,26;5,08;6,62;3,9;4,12;5,22;9,52
regularny;5,9;3,38;5,7;6,8;4,18;5,74;4,74;10,36
rejs;6,44;3,64;5,82;5,4;2,96;3,06;7,14;9,36
rekin;4,3;5,12;6,44;5,4;2,52;1,78;8,02;8,12
rekompensować;6,18;4,2;6,06;5,66;4,36;5,86;4,2;11,76
rekrutować;5,31;4;6,28;6,7;3,7;4,62;5,7;11,4
relaks;7,72;2,44;6,1;4,46;5,06;5,96;6,6;9,1
religia;5,52;3,88;5,38;4,56;4,6;6,74;5,26;7,56
religijny;5,26;3,38;4,9;4,12;4,42;6,48;6,1;9,34
respekt;6,56;4,06;6,88;5,9;4,54;6,4;5,28;10,8
restauracja;6,26;3,84;5,58;5,32;3,62;2,22;7,84;8,7
reszta;5,34;3,32;4,76;5,76;3,62;4,2;5,26;7,84
reumatyzm;2,96;3,72;3,46;5,9;2,98;3,96;5,38;12,04
rewolwer;4,32;5,38;6,38;5,82;3,32;1,82;7,8;8,42
rezygnacja;3,04;3,62;2,64;5,32;4,52;5,92;5;9,48
ręka;5,38;3,08;5,9;5,94;3,62;2,16;7,94;6,48
rękaw;5,16;3,5;4,76;6,36;2,64;1,76;7,74;6,3
robactwo;2,62;4,82;3,3;5,58;3,02;2,46;7,58;8,98
robak;3,56;4,32;3,72;5,56;2,3;1,82;7,88;6,96
robić aluzje;4,28;4,36;5,36;5,66;3,78;5,96;4,56;11,74
robić na drutach;5,66;2,68;4,68;6,28;2,96;3,3;7,62;8,18
robienie;5,6;3,96;5,54;5,96;4,62;4,66;4,46;7,24
robot;5,42;3,6;4,76;6,88;3,16;2,62;7,62;7,98
rodnik;4,55;3,27;5,19;5,94;2,68;3,07;4,27;13,04
rodzaj;5,3;3,34;5,28;6;3,54;5,72;3,58;8,28
rodzina;7,62;3,96;6,38;2,88;5,82;3,94;7,8;6,04
